Time,Pressure
0.352,-4.07172e-14
0.353,-4.64637e-14
0.354,-5.26359e-14
0.355,-5.92504e-14
0.356,-6.63232e-14
0.357,-7.38696e-14
0.358,-8.19044e-14
0.359,-9.04412e-14
0.36,-9.94929e-14
0.361,-1.09071e-13
0.362,-1.19185e-13
0.363,-1.29844e-13
0.364,-1.41053e-13
0.365,-1.52817e-13
0.366,-1.65138e-13
0.367,-1.78015e-13
0.368,-1.91443e-13
0.369,-2.05415e-13
0.37,-2.19921e-13
0.371,-2.34944e-13
0.372,-2.50466e-13
0.373,-2.66461e-13
0.374,-2.829e-13
0.375,-2.99748e-13
0.376,-3.16963e-13
0.377,-3.34497e-13
0.378,-3.52294e-13
0.379,-3.70291e-13
0.38,-3.88417e-13
0.381,-4.06592e-13
0.382,-4.24727e-13
0.383,-4.42722e-13
0.384,-4.60467e-13
0.385,-4.77841e-13
0.386,-4.94712e-13
0.387,-5.10934e-13
0.388,-5.26349e-13
0.389,-5.40784e-13
0.39,-5.54053e-13
0.391,-5.65955e-13
0.392,-5.76271e-13
0.393,-5.84768e-13
0.394,-5.91195e-13
0.395,-5.95282e-13
0.396,-5.96743e-13
0.397,-5.95272e-13
0.398,-5.90542e-13
0.399,-5.82208e-13
0.4,-5.69902e-13
0.401,-5.53238e-13
0.402,-5.31806e-13
0.403,-5.05175e-13
0.404,-4.72891e-13
0.405,-4.34478e-13
0.406,-3.89437e-13
0.407,-3.37249e-13
0.408,-2.77368e-13
0.409,-2.09228e-13
0.41,-1.32242e-13
0.411,-4.57982e-14
0.412,5.07339e-14
0.413,1.58007e-13
0.414,2.76691e-13
0.415,4.07478e-13
0.416,5.51075e-13
0.417,7.08204e-13
0.418,8.79604e-13
0.419,1.06602e-12
0.42,1.26822e-12
0.421,1.48696e-12
0.422,1.72303e-12
0.423,1.97718e-12
0.424,2.25019e-12
0.425,2.54283e-12
0.426,2.85586e-12
0.427,3.19002e-12
0.428,3.54602e-12
0.429,3.92458e-12
0.43,4.32635e-12
0.431,4.75198e-12
0.432,5.20205e-12
0.433,5.67711e-12
0.434,6.17763e-12
0.435,6.70403e-12
0.436,7.25666e-12
0.437,7.83578e-12
0.438,8.44156e-12
0.439,9.07405e-12
0.44,9.7332e-12
0.441,1.04188e-11
0.442,1.11307e-11
0.443,1.18682e-11
0.444,1.26308e-11
0.445,1.34176e-11
0.446,1.42278e-11
0.447,1.50599e-11
0.448,1.59127e-11
0.449,1.67845e-11
0.45,1.76732e-11
0.451,1.85768e-11
0.452,1.94927e-11
0.453,2.04181e-11
0.454,2.13499e-11
0.455,2.22845e-11
0.456,2.32182e-11
0.457,2.41466e-11
0.458,2.50651e-11
0.459,2.59687e-11
0.46,2.68517e-11
0.461,2.77082e-11
0.462,2.85316e-11
0.463,2.9315e-11
0.464,3.00506e-11
0.465,3.07305e-11
0.466,3.13459e-11
0.467,3.18874e-11
0.468,3.23452e-11
0.469,3.27087e-11
0.47,3.29666e-11
0.471,3.31071e-11
0.472,3.31175e-11
0.473,3.29845e-11
0.474,3.26942e-11
0.475,3.22317e-11
0.476,3.15816e-11
0.477,3.07275e-11
0.478,2.96527e-11
0.479,2.83391e-11
0.48,2.67684e-11
0.481,2.49213e-11
0.482,2.27777e-11
0.483,2.03169e-11
0.484,1.75174e-11
0.485,1.4357e-11
0.486,1.08129e-11
0.487,6.86158e-12
0.488,2.4788e-12
0.489,-2.36011e-12
0.49,-7.68043e-12
0.491,-1.35079e-11
0.492,-1.98687e-11
0.493,-2.67894e-11
0.494,-3.42968e-11
0.495,-4.2418e-11
0.496,-5.11802e-11
0.497,-6.06105e-11
0.498,-7.07361e-11
0.499,-8.15838e-11
0.5,-9.31804e-11
0.501,-1.05552e-10
0.502,-1.18724e-10
0.503,-1.32721e-10
0.504,-1.47568e-10
0.505,-1.63286e-10
0.506,-1.79897e-10
0.507,-1.97422e-10
0.508,-2.15878e-10
0.509,-2.35282e-10
0.51,-2.55647e-10
0.511,-2.76985e-10
0.512,-2.99304e-10
0.513,-3.22611e-10
0.514,-3.46908e-10
0.515,-3.72193e-10
0.516,-3.98461e-10
0.517,-4.25703e-10
0.518,-4.53903e-10
0.519,-4.83042e-10
0.52,-5.13096e-10
0.521,-5.44032e-10
0.522,-5.75815e-10
0.523,-6.08399e-10
0.524,-6.41733e-10
0.525,-6.75759e-10
0.526,-7.10409e-10
0.527,-7.45606e-10
0.528,-7.81267e-10
0.529,-8.17295e-10
0.53,-8.53585e-10
0.531,-8.90022e-10
0.532,-9.26478e-10
0.533,-9.62815e-10
0.534,-9.98879e-10
0.535,-1.03451e-09
0.536,-1.06952e-09
0.537,-1.10373e-09
0.538,-1.13692e-09
0.539,-1.16887e-09
0.54,-1.19935e-09
0.541,-1.22809e-09
0.542,-1.25484e-09
0.543,-1.27929e-09
0.544,-1.30114e-09
0.545,-1.32006e-09
0.546,-1.33572e-09
0.547,-1.34774e-09
0.548,-1.35574e-09
0.549,-1.35932e-09
0.55,-1.35805e-09
0.551,-1.35148e-09
0.552,-1.33915e-09
0.553,-1.32057e-09
0.554,-1.29524e-09
0.555,-1.26261e-09
0.556,-1.22213e-09
0.557,-1.17324e-09
0.558,-1.11533e-09
0.559,-1.04779e-09
0.56,-9.69985e-10
0.561,-8.81247e-10
0.562,-7.80903e-10
0.563,-6.68255e-10
0.564,-5.42587e-10
0.565,-4.03165e-10
0.566,-2.49239e-10
0.567,-8.0043e-11
0.568,1.05202e-10
0.569,3.0729e-10
0.57,5.27024e-10
0.571,7.65216e-10
0.572,1.02269e-09
0.573,1.30026e-09
0.574,1.59877e-09
0.575,1.91903e-09
0.576,2.26188e-09
0.577,2.62813e-09
0.578,3.0186e-09
0.579,3.43408e-09
0.58,3.87535e-09
0.581,4.34317e-09
0.582,4.83828e-09
0.583,5.36138e-09
0.584,5.91315e-09
0.585,6.49422e-09
0.586,7.10518e-09
0.587,7.74656e-09
0.588,8.41885e-09
0.589,9.12247e-09
0.59,9.85775e-09
0.591,1.0625e-08
0.592,1.14243e-08
0.593,1.22559e-08
0.594,1.31197e-08
0.595,1.40156e-08
0.596,1.49434e-08
0.597,1.59027e-08
0.598,1.6893e-08
0.599,1.79138e-08
0.6,1.89641e-08
0.601,2.00431e-08
0.602,2.11495e-08
0.603,2.22822e-08
0.604,2.34395e-08
0.605,2.46198e-08
0.606,2.5821e-08
0.607,2.70411e-08
0.608,2.82775e-08
0.609,2.95276e-08
0.61,3.07885e-08
0.611,3.20568e-08
0.612,3.3329e-08
0.613,3.46013e-08
0.614,3.58696e-08
0.615,3.71292e-08
0.616,3.83753e-08
0.617,3.96028e-08
0.618,4.08059e-08
0.619,4.19788e-08
0.62,4.31149e-08
0.621,4.42076e-08
0.622,4.52495e-08
0.623,4.62329e-08
0.624,4.71499e-08
0.625,4.79916e-08
0.626,4.87492e-08
0.627,4.9413e-08
0.628,4.99731e-08
0.629,5.04187e-08
0.63,5.0739e-08
0.631,5.09223e-08
0.632,5.09566e-08
0.633,5.08292e-08
0.634,5.0527e-08
0.635,5.00363e-08
0.636,4.93429e-08
0.637,4.84321e-08
0.638,4.72886e-08
0.639,4.58965e-08
0.64,4.42397e-08
0.641,4.23012e-08
0.642,4.00637e-08
0.643,3.75094e-08
0.644,3.46201e-08
0.645,3.13769e-08
0.646,2.77608e-08
0.647,2.37521e-08
0.648,1.93308e-08
0.649,1.44767e-08
0.65,9.16902e-09
0.651,3.38687e-09
0.652,-2.89093e-09
0.653,-9.68577e-09
0.654,-1.70192e-08
0.655,-2.49129e-08
0.656,-3.33886e-08
0.657,-4.24679e-08
0.658,-5.21725e-08
0.659,-6.25238e-08
0.66,-7.35432e-08
0.661,-8.52515e-08
0.662,-9.76695e-08
0.663,-1.10817e-07
0.664,-1.24714e-07
0.665,-1.39379e-07
0.666,-1.5483e-07
0.667,-1.71085e-07
0.668,-1.88159e-07
0.669,-2.06069e-07
0.67,-2.24827e-07
0.671,-2.44446e-07
0.672,-2.64938e-07
0.673,-2.86311e-07
0.674,-3.08573e-07
0.675,-3.3173e-07
0.676,-3.55785e-07
0.677,-3.80738e-07
0.678,-4.06589e-07
0.679,-4.33332e-07
0.68,-4.60962e-07
0.681,-4.89468e-07
0.682,-5.18837e-07
0.683,-5.49051e-07
0.684,-5.8009e-07
0.685,-6.1193e-07
0.686,-6.44542e-07
0.687,-6.77892e-07
0.688,-7.11944e-07
0.689,-7.46655e-07
0.69,-7.81976e-07
0.691,-8.17856e-07
0.692,-8.54236e-07
0.693,-8.91051e-07
0.694,-9.2823e-07
0.695,-9.65698e-07
0.696,-1.00337e-06
0.697,-1.04116e-06
0.698,-1.07896e-06
0.699,-1.11668e-06
0.7,-1.15419e-06
0.701,-1.19139e-06
0.702,-1.22813e-06
0.703,-1.26429e-06
0.704,-1.29972e-06
0.705,-1.33426e-06
0.706,-1.36775e-06
0.707,-1.40001e-06
0.708,-1.43087e-06
0.709,-1.46013e-06
0.71,-1.4876e-06
0.711,-1.51304e-06
0.712,-1.53625e-06
0.713,-1.557e-06
0.714,-1.57502e-06
0.715,-1.59008e-06
0.716,-1.60191e-06
0.717,-1.61022e-06
0.718,-1.61474e-06
0.719,-1.61515e-06
0.72,-1.61117e-06
0.721,-1.60245e-06
0.722,-1.58867e-06
0.723,-1.56949e-06
0.724,-1.54456e-06
0.725,-1.51351e-06
0.726,-1.47596e-06
0.727,-1.43153e-06
0.728,-1.37983e-06
0.729,-1.32044e-06
0.73,-1.25297e-06
0.731,-1.17697e-06
0.732,-1.09203e-06
0.733,-9.97706e-07
0.734,-8.93543e-07
0.735,-7.79091e-07
0.736,-6.53891e-07
0.737,-5.17475e-07
0.738,-3.69374e-07
0.739,-2.09113e-07
0.74,-3.62148e-08
0.741,1.498e-07
0.742,3.49413e-07
0.743,5.63104e-07
0.744,7.91351e-07
0.745,1.03463e-06
0.746,1.29342e-06
0.747,1.56818e-06
0.748,1.85938e-06
0.749,2.16746e-06
0.75,2.49287e-06
0.751,2.83604e-06
0.752,3.19738e-06
0.753,3.5773e-06
0.754,3.97619e-06
0.755,4.39439e-06
0.756,4.83227e-06
0.757,5.29013e-06
0.758,5.76827e-06
0.759,6.26696e-06
0.76,6.78641e-06
0.761,7.32684e-06
0.762,7.8884e-06
0.763,8.47122e-06
0.764,9.07537e-06
0.765,9.70089e-06
0.766,1.03478e-05
0.767,1.10159e-05
0.768,1.17053e-05
0.769,1.24156e-05
0.77,1.31467e-05
0.771,1.38982e-05
0.772,1.46698e-05
0.773,1.54611e-05
0.774,1.62714e-05
0.775,1.71003e-05
0.776,1.7947e-05
0.777,1.88108e-05
0.778,1.96908e-05
0.779,2.0586e-05
0.78,2.14955e-05
0.781,2.2418e-05
0.782,2.33523e-05
0.783,2.4297e-05
0.784,2.52508e-05
0.785,2.62118e-05
0.786,2.71785e-05
0.787,2.8149e-05
0.788,2.91213e-05
0.789,3.00933e-05
0.79,3.10628e-05
0.791,3.20274e-05
0.792,3.29846e-05
0.793,3.39317e-05
0.794,3.48658e-05
0.795,3.5784e-05
0.796,3.66832e-05
0.797,3.75601e-05
0.798,3.84112e-05
0.799,3.92329e-05
0.8,4.00215e-05
0.801,4.07729e-05
0.802,4.1483e-05
0.803,4.21476e-05
0.804,4.27622e-05
0.805,4.33222e-05
0.806,4.38226e-05
0.807,4.42586e-05
0.808,4.46249e-05
0.809,4.49162e-05
0.81,4.5127e-05
0.811,4.52516e-05
0.812,4.5284e-05
0.813,4.52184e-05
0.814,4.50483e-05
0.815,4.47675e-05
0.816,4.43695e-05
0.817,4.38474e-05
0.818,4.31945e-05
0.819,4.24037e-05
0.82,4.14679e-05
0.821,4.03798e-05
0.822,3.91319e-05
0.823,3.77167e-05
0.824,3.61265e-05
0.825,3.43536e-05
0.826,3.239e-05
0.827,3.02278e-05
0.828,2.78589e-05
0.829,2.52752e-05
0.83,2.24685e-05
0.831,1.94306e-05
0.832,1.61533e-05
0.833,1.26281e-05
0.834,8.84698e-06
0.835,4.80155e-06
0.836,4.83603e-07
0.837,-4.11503e-06
0.838,-9.00248e-06
0.839,-1.41867e-05
0.84,-1.96758e-05
0.841,-2.54773e-05
0.842,-3.1599e-05
0.843,-3.80484e-05
0.844,-4.48327e-05
0.845,-5.19589e-05
0.846,-5.9434e-05
0.847,-6.72643e-05
0.848,-7.54561e-05
0.849,-8.40153e-05
0.85,-9.29475e-05
0.851,-0.000102258
0.852,-0.000111951
0.853,-0.000122031
0.854,-0.000132503
0.855,-0.000143368
0.856,-0.000154631
0.857,-0.000166293
0.858,-0.000178355
0.859,-0.000190819
0.86,-0.000203685
0.861,-0.000216952
0.862,-0.00023062
0.863,-0.000244685
0.864,-0.000259145
0.865,-0.000273997
0.866,-0.000289235
0.867,-0.000304853
0.868,-0.000320846
0.869,-0.000337206
0.87,-0.000353923
0.871,-0.000370988
0.872,-0.000388389
0.873,-0.000406115
0.874,-0.000424152
0.875,-0.000442484
0.876,-0.000461097
0.877,-0.000479972
0.878,-0.000499091
0.879,-0.000518432
0.88,-0.000537976
0.881,-0.000557697
0.882,-0.000577571
0.883,-0.000597572
0.884,-0.000617672
0.885,-0.000637841
0.886,-0.000658047
0.887,-0.000678257
0.888,-0.000698436
0.889,-0.000718548
0.89,-0.000738554
0.891,-0.000758414
0.892,-0.000778085
0.893,-0.000797523
0.894,-0.000816682
0.895,-0.000835515
0.896,-0.000853971
0.897,-0.000871998
0.898,-0.000889543
0.899,-0.000906549
0.9,-0.00092296
0.901,-0.000938715
0.902,-0.000953752
0.903,-0.000968007
0.904,-0.000981416
0.905,-0.00099391
0.906,-0.00100542
0.907,-0.00101587
0.908,-0.0010252
0.909,-0.00103331
0.91,-0.00104015
0.911,-0.00104562
0.912,-0.00104966
0.913,-0.00105216
0.914,-0.00105306
0.915,-0.00105226
0.916,-0.00104968
0.917,-0.00104522
0.918,-0.0010388
0.919,-0.00103032
0.92,-0.00101969
0.921,-0.00100682
0.922,-0.000991608
0.923,-0.000973955
0.924,-0.000953765
0.925,-0.000930938
0.926,-0.000905373
0.927,-0.000876971
0.928,-0.000845629
0.929,-0.000811245
0.93,-0.000773716
0.931,-0.000732939
0.932,-0.000688811
0.933,-0.000641229
0.934,-0.000590091
0.935,-0.000535292
0.936,-0.000476731
0.937,-0.000414305
0.938,-0.000347915
0.939,-0.000277458
0.94,-0.000202837
0.941,-0.000123953
0.942,-4.07089e-05
0.943,4.69896e-05
0.944,0.000139236
0.945,0.000236122
0.946,0.000337737
0.947,0.000444168
0.948,0.000555498
0.949,0.000671811
0.95,0.000793184
0.951,0.000919693
0.952,0.00105141
0.953,0.0011884
0.954,0.00133074
0.955,0.00147848
0.956,0.00163168
0.957,0.00179039
0.958,0.00195466
0.959,0.00212454
0.96,0.00230005
0.961,0.00248123
0.962,0.00266812
0.963,0.00286072
0.964,0.00305906
0.965,0.00326314
0.966,0.00347297
0.967,0.00368853
0.968,0.00390983
0.969,0.00413684
0.97,0.00436954
0.971,0.00460789
0.972,0.00485185
0.973,0.00510137
0.974,0.0053564
0.975,0.00561687
0.976,0.00588271
0.977,0.00615383
0.978,0.00643015
0.979,0.00671157
0.98,0.00699796
0.981,0.00728923
0.982,0.00758523
0.983,0.00788584
0.984,0.0081909
0.985,0.00850026
0.986,0.00881375
0.987,0.00913119
0.988,0.00945241
0.989,0.00977719
0.99,0.0101053
0.991,0.0104366
0.992,0.0107709
0.993,0.0111078
0.994,0.0114471
0.995,0.0117886
0.996,0.0121321
0.997,0.0124771
0.998,0.0128235
0.999,0.013171
1,0.0135192
1.001,0.0138678
1.002,0.0142165
1.003,0.0145649
1.004,0.0149128
1.005,0.0152597
1.006,0.0156053
1.007,0.0159492
1.008,0.016291
1.009,0.0166304
1.01,0.0169669
1.011,0.0173001
1.012,0.0176297
1.013,0.0179552
1.014,0.0182761
1.015,0.018592
1.016,0.0189026
1.017,0.0192073
1.018,0.0195056
1.019,0.0197972
1.02,0.0200816
1.021,0.0203583
1.022,0.0206268
1.023,0.0208867
1.024,0.0211374
1.025,0.0213786
1.026,0.0216097
1.027,0.0218302
1.028,0.0220397
1.029,0.0222377
1.03,0.0224237
1.031,0.0225972
1.032,0.0227577
1.033,0.0229049
1.034,0.0230381
1.035,0.023157
1.036,0.0232611
1.037,0.0233499
1.038,0.023423
1.039,0.0234799
1.04,0.0235201
1.041,0.0235434
1.042,0.0235492
1.043,0.0235371
1.044,0.0235068
1.045,0.0234578
1.046,0.0233898
1.047,0.0233024
1.048,0.0231952
1.049,0.023068
1.05,0.0229204
1.051,0.022752
1.052,0.0225627
1.053,0.0223521
1.054,0.0221199
1.055,0.021866
1.056,0.0215902
1.057,0.0212921
1.058,0.0209717
1.059,0.0206287
1.06,0.0202631
1.061,0.0198747
1.062,0.0194635
1.063,0.0190294
1.064,0.0185722
1.065,0.0180921
1.066,0.017589
1.067,0.017063
1.068,0.0165141
1.069,0.0159423
1.07,0.0153479
1.071,0.0147309
1.072,0.0140916
1.073,0.01343
1.074,0.0127464
1.075,0.0120412
1.076,0.0113145
1.077,0.0105667
1.078,0.00979805
1.079,0.00900901
1.08,0.00819994
1.081,0.00737127
1.082,0.00652346
1.083,0.00565699
1.084,0.00477238
1.085,0.00387017
1.086,0.00295093
1.087,0.00201528
1.088,0.00106383
1.089,9.72488e-05
1.09,-0.000883776
1.091,-0.00187853
1.092,-0.00288627
1.093,-0.00390623
1.094,-0.00493761
1.095,-0.0059796
1.096,-0.00703134
1.097,-0.00809196
1.098,-0.00916058
1.099,-0.0102363
1.1,-0.0113181
1.101,-0.0124051
1.102,-0.0134963
1.103,-0.0145906
1.104,-0.0156872
1.105,-0.0167849
1.106,-0.0178826
1.107,-0.0189794
1.108,-0.0200741
1.109,-0.0211656
1.11,-0.0222528
1.111,-0.0233346
1.112,-0.0244099
1.113,-0.0254775
1.114,-0.0265363
1.115,-0.0275852
1.116,-0.0286229
1.117,-0.0296483
1.118,-0.0306603
1.119,-0.0316577
1.12,-0.0326394
1.121,-0.0336041
1.122,-0.0345508
1.123,-0.0354782
1.124,-0.0363854
1.125,-0.0372711
1.126,-0.0381342
1.127,-0.0389736
1.128,-0.0397882
1.129,-0.0405771
1.13,-0.041339
1.131,-0.042073
1.132,-0.0427781
1.133,-0.0434532
1.134,-0.0440974
1.135,-0.0447098
1.136,-0.0452895
1.137,-0.0458354
1.138,-0.0463469
1.139,-0.046823
1.14,-0.047263
1.141,-0.0476662
1.142,-0.0480317
1.143,-0.0483589
1.144,-0.0486472
1.145,-0.0488959
1.146,-0.0491045
1.147,-0.0492725
1.148,-0.0493993
1.149,-0.0494846
1.15,-0.049528
1.151,-0.049529
1.152,-0.0494875
1.153,-0.0494031
1.154,-0.0492757
1.155,-0.0491052
1.156,-0.0488913
1.157,-0.0486342
1.158,-0.0483337
1.159,-0.04799
1.16,-0.0476031
1.161,-0.0471734
1.162,-0.0467008
1.163,-0.0461858
1.164,-0.0456287
1.165,-0.0450299
1.166,-0.0443897
1.167,-0.0437087
1.168,-0.0429875
1.169,-0.0422267
1.17,-0.0414268
1.171,-0.0405887
1.172,-0.0397131
1.173,-0.0388008
1.174,-0.0378527
1.175,-0.0368697
1.176,-0.0358527
1.177,-0.0348029
1.178,-0.0337212
1.179,-0.0326088
1.18,-0.0314669
1.181,-0.0302967
1.182,-0.0290994
1.183,-0.0278762
1.184,-0.0266287
1.185,-0.0253581
1.186,-0.0240659
1.187,-0.0227534
